DAEMPFERPROG	Damper Program
DIMMBELEUCHTUNG	Dimmed Lighting
LEISE	Quiet
DENORMIEREN	Denormalize
FUELLMODUS	Fill Mode
HECKSCHEIBEN	Rear Windows
REGION	Region
ENTFROSTUNG	Defrost
MASTERVIN	Master VIN
MODEWEITERSCHALTUNG	Mode Switching
NASSARMHEIZUNG	Wiper Arm Heating
GENERIEREN	Generate
DISPLAYKONTRAST	Display Contrast
SCHLUESSELDATEN	Key Data
SHUTTER	Shutter
SOLLWERTE	Target Values
STEPPER	Stepper
TRANSPONDERKENNUNG	Transponder ID
VOLUME	Volume
WASCHPUMPE	Washer Pump
ZURUECKNEHMEN	Retract
TCU	Transmission Control Unit
TESTEN	Test
WARTEN	Wait
ZEIGERZAHL	Pointer Count
RPA	Tire Pressure Monitor
HS	High Side
DIAG	Diagnostics
DAB	Digital Audio Broadcasting
FA	Vehicle Order
COUNTER	Counter
ENABLE	Enable
FENSTERHEBER	Window Lifter
IBOC	In-Band On-Channel
FP	Fuel Pump
CONFIGURATION	Configuration
RLS	Rain Light Sensor
GM3	Body Module 3
MSA	Auto Start-Stop
AFS	Adaptive Headlights
INTERNAL	Internal
TRSP	Transponder
REGISTER	Register
ANTENNA	Antenna
LAUTSPRECHER	Speaker
NUMBER	Number
NEU	New
EJECT	Eject
ABGLEICHEN	Calibrate
CTRL	Control
ADAPTIVDATEN	Adaptive Data
FUNKTIONSANZEIGE	Function Display
MOTORLAGEWINKEL	Engine Position Angle
DUMMY	Dummy
ENDTEST	Final Test
VAKUUM	Vacuum
AKTOREN	Actuators
SUPPLY	Supply
ACTUATORS	Actuators
WAKE	Wake
AKTUATOR	Actuator
VMAX	Max Speed
LAMELLEN	Louvers
ZWP	Auxiliary Water Pump
SAEULE	Pillar
WARPING	Warping
DENORMIERER	Denormalizer
ABBLENDEN	Dim
PASSIV	Passive
SESSION	Session
SELF	Self
AKTUELLES	Current
DIG	Digital
MODI	Modes
WIDERSTAND	Resistance
BELU	Ventilation
HINTEN	Rear
LLR	Idle Speed Controller
LSH3	Lambda Heater 3
NULLGANGSENSOR	Neutral Gear Sensor
SR	Sunroof
BELUEFTUNG	Ventilation
KORREKTURFAKTOR	Correction Factor
FUNKTIONAL	Functional
VERSIONS	Versions
COLOR	Color
PHONE	Phone
LESEN2	Read 2
CODIERBLOCK	Coding Block
FERTIGUNGSDATEN	Production Data
EXPERT	Expert
REGLERWERTE	Controller Values
GRAD	Degrees
UHR	Clock
FERTIG	Done
TURN	Turn
RADSATZVARIANTE	Wheelset Variant
SITZTIEFE	Seat Depth
AUC	Air Quality Sensor
BESCHLAGSENSOR	Fogging Sensor
LASTPROFIL	Load Profile
STATISTIK	Statistics
FAN	Fan
SMG	Sequential Manual Gearbox
ELEMENTS	Elements
HEADING	Heading
INNENFUEHLERGEBLAESE	Interior Sensor Blower
JITTERMESSUNG	Jitter Measurement
KOMP	Compressor
SCHLUESSELCODE	Key Code
ACHSE	Axle
PREH	Preh
INDIKATOR	Indicator
GESPERRT	Locked
SERVOTRONIC	Servotronic
SPEECH	Speech
LENKRAD	Steering Wheel
TRANSPORTMODE	Transport Mode
WASSERVENTILE	Water Valves
ZUSATZLUEFTER	Auxiliary Fan
AUSRICHTUNGSTEST	Alignment Test
MISCHLUFT	Mixed Air
LEUCHTE	Lamp
NOTRUF	Emergency Call
SCHEIBE	Window
GESCH	Speed
WINDLAUF	Cowl
LICHTQUELLEN	Light Sources
ERHOEHEN	Increase
RFK	Rear View Camera
VERSIONINFO	Version Info
UNLOCK	Unlock
ADAP2	Adaptation 2
CARD	Card
BOOTLOADERSWVERSION	Bootloader SW Version
GENTEX	Gentex
EINSTELLUNG	Setting
DEBUGGING	Debugging
DREHSINN	Rotation Direction
FAULTDETECTION	Fault Detection
FAHRZEUGTYP	Vehicle Type
TUEREN	Doors
KALTABFRAGE	Cold Query
DATENINDEX	Data Index
DSP	Digital Signal Processor
FAHREN	Drive
SAHARA	Sahara
BC	Onboard Computer
LANGZEITABGLEICH	Long-Term Calibration
RIGHT	Right
ABTRIEBSDREHZAHL	Output Speed
KURVE	Curve
DME5	DME 5
ENGINE9	Engine 9
ANALOGE	Analog
ANTENNENSTROM	Antenna Current
ASSEMBLY	Assembly
AUTHENT	Authentication
BATT	Battery
BEDIENELEMENT	Control Element
LOES	Delete
CALIB	Calibration
GEBL	Blower
MFS	Multifunction Steering Wheel
OFFROAD	Offroad
TRANSMITTER	Transmitter
DIRECTION	Direction
SCHALTUNG	Shifting
ENERGIESPARMODUS	Energy Saving Mode
FAHRZEUGGESCHWINDIGKEITEN	Vehicle Speeds
CHKSUM	Checksum
OWN	Own
TEACHEN	Teach
DILUTION	Dilution
HEBEL	Lever
INAKTIVEREIGNIS2	Inactive Event 2
WARNUNGSZAEHLER	Warning Counter
INCLUDED	Included
ZUSTAENDE	States
STABILITY	Stability
READY	Ready
KATS	Catalytic Converters
KICKDOWN	Kickdown
KLEMMENSPANNUNG	Terminal Voltage
KRAFTSENSOR	Force Sensor
DEFEKTE	Defects
LEERLAUFINTEGRATOR	Idle Integrator
ANZUGSPOS	Tightening Position
LOUDSP	Loudspeaker
SKALIERUNG	Scaling
BLOCK2	Block 2
MOMENTENSENSOR	Torque Sensor
MSAINFO	Auto Start-Stop Info
NACHSPANN	Re-Tension
ERGEBNISSE	Results
POI	Point Of Interest
FENSTERHEBERLAUF	Window Lifter Run
RAW	Raw
REGLERGROESSEN	Controller Variables
SCHALTVENTILE	Shift Valves
FBLOCK	Function Block
GRACENOTES	Gracenotes
TESTLAUF	Test Run
SYMBOLISCH	Symbolic
SNR	Serial Number
SPANNUNGEN	Voltages
STATUSINFORMATIONEN	Status Information
KLSTRG	Climate Control
CODEDATA	Code Data
HANDSENDER1	Remote Transmitter 1
TURBINENDREHZAHL	Turbine Speed
VERSORGUNGSSPANNUNG	Supply Voltage
ABSTIME	Absolute Time
LERNFUNKTION	Learning Function
GAUGES	Gauges
TOGGELN	Toggle
TREBLE	Treble
ELEKTRISCHE	Electrical
CAS205	Car Access System 205
DEL	Delete
DISPLAYHELLIGKEIT	Display Brightness
LUEFTER1	Fan 1
FESTSTELLEN	Detect
FUNKTIONSERGEBNISSE	Function Results
AUTORUN	Autorun
FRONT	Front
KUPP	Clutch
BLAU	Blue
MEM	Memory
MONTAGEPOSITON	Mounting Position
NAVIMETADB	Navigation Metadata DB
PDC	Park Distance Control
KUEHLFACH	Cooling Compartment
RESCUE	Rescue
US	Ultrasonic
KALTBEFEUERUNG	Cold Firing
IHKA	Automatic Climate Control
FERNLICHT	High Beam
FIX	Fix
BEFUELL	Fill
VORFOERDERPUMPE	Pre-Feed Pump
ACCELLERATION	Acceleration
STEUERGERAETESTATUS	Control Unit Status
DREHRATE	Yaw Rate
TIPP	Tip
WINDSCHOTT	Wind Deflector
ZEITINSPEKTIONSZAEHLER	Time Inspection Counter
WRITE	Write
SDARS	Satellite Radio
HISTORY	History
VCM	Video Control Module
DSC	Dynamic Stability Control
CFL	Cornering Fog Light
TASTEN	Buttons
BOOTLOADER	Bootloader
AUSGANG	Output
DATE	Date
REQUEST	Request
IGN	Ignition
OUT	Out
AKTIVIEREN	Activate
DRIVE	Drive
KURZSCHLUSS	Short Circuit
XENON	Xenon
LWG	Steering Angle Sensor
SERIAL	Serial
FELDSTAERKE	Field Strength
BOSCH	Bosch
ELV	Steering Column Lock
MODUS	Mode
BACKLIGHT	Backlight
GEBLAESE	Blower
HOCHLAUFPRUEFUNG	Startup Test
INPA	INPA
WEISSABGLEICH	White Balance
LENKWINKELSENSOR	Steering Angle Sensor
DENORM	Denormalize
LEARN	Learn
VALUES	Values
VALVE	Valve
EGAS	Electronic Throttle
WHEEL	Wheel
RINGBUFFER	Ring Buffer
EWS4	Immobilizer
LETZTE	Last
TACHO	Speedometer
LINK	Link
REVERSIERER	Reverser
SPIEGELHEIZUNG	Mirror Heating
NAME	Name
BEENDEN	End
AUSSCHALTEN	Switch Off
INDIVIDUALDATA	Individual Data
SUPPLIER	Supplier
REGLER	Controller
EDR	Event Data Recorder
BETAETIGUNGSZAEHLER	Actuation Counter
FAHR	Drive
FLOTTENMODUS	Fleet Mode
NOISE	Noise
STROMWERTE	Current Values
ZWDIAG	Intermediate Diagnosis
FUSSRAUM	Footwell
TESTBITMAP	Test Bitmap
MANIPULATIONS	Manipulation
APPL	Application
FR	Front Right
STACKCHECK	Stack Check
PALETTE	Palette
AHL	Adaptive Headlight
ERKENNUNGSMODUS	Detection Mode
CALIBRATE	Calibrate
COPY	Copy
KORREKTUR	Correction
RINGBUF	Ring Buffer
MODULE	Module
COTOOL	Coding Tool
RESTORE	Restore
TRANSP	Transport
PARALLELE	Parallel
BEACON	Beacon
SBC	Sensotronic Brake Control
ENGINE2	Engine 2
EIGEN	Self
AUDIOKANAELE	Audio Channels
BESCHLEUNIGUNG	Acceleration
KOMPRESSORVENTIL	Compressor Valve
DIAGNOSETESTBETRIEB	Diagnostic Test Mode
ENCODER	Encoder
FAULT	Fault
FREIGABE	Release
GERUCHSSTARTVERRIEGELUNG	Odor Start Lock
I2C	I2C
KBUS	K-Bus
JUSTAGEDATEN	Adjustment Data
LADE	Charge
MENU	Menu
NEXT	Next
RR	Rear Right
RADARZIEL	Radar Target
CHANNEL	Channel
FAHRZYKLUSZAEHLER	Drive Cycle Counter
LASTWECHSEL	Load Change
ZVFH	Central Locking Remote
POS	Position
FOND	Rear Compartment
MITTELKON	Center Console
OELTEMP	Oil Temp
EMPF	Reception
THERMO	Thermo
ZUHEIZER	Auxiliary Heater
MEMO	Memo
MARGINAL	Marginal
INJECTION	Injection
EINKUPPELZEITEN	Clutch Engagement Times
ANLIEFERPOSITION	Delivery Position
VERSIONSNUMMERN	Version Numbers
MOTORS	Motors
INJECTOR	Injector
LAENDERFAKTOR	Country Factor
INFORMATION	Information
DYNBLOCK	Dynamic Block
ENERGIEMODE	Energy Mode
FASTFILTER	Fast Filter
SPEZDATEN	Special Data
TEVES	Teves
INFOSPEICHER	Info Memory
NORMAL	Normal
FERTIGUNGSDATUM	Production Date
LLDATENRETTUNG	Idle Data Recovery
MOTORTYP	Engine Type
CODIERDATA	Coding Data
SIEMENS	Siemens
RESYNC	Resync
PERIOD	Period
VER	Version
PROGRAMMIERDATUM	Programming Date
KANAL	Channel
SEMISCHLUPF	Semi Slip
AKTIVES	Active
EGS1	Transmission Control 1
CONS	Console
ANALOGEINGAENGE	Analog Inputs
DEGRADED	Degraded
ATC	Transfer Case
EMF1	Parking Brake 1
STATISTIC	Statistic
BEDIENGERAET	Control Unit
HEADER	Header
DIVERSES	Miscellaneous
EINSTELLUNGEN	Settings
CODIERBITS	Coding Bits
INNENTEMPERATUR	Interior Temperature
ECUHWVERSION	ECU HW Version
FAHRZEUGHOEHE	Vehicle Height
FLA	High Beam Assistant
FZE	Vehicle Electronics
SOURCE	Source
GETRIEBEPOSITION	Gear Position
OF	Of
HELBAKO	Helbako
INAKTIVEREIGNIS3	Inactive Event 3
NUM	Number
TAB	Table
LEVEL	Level
ENGINE1	Engine 1
SHIFTING	Shifting
KILOMETERSTAND	Odometer
KLIMAGERAETETYP	AC Unit Type
KRAFTSTOFFDRUCK	Fuel Pressure
WIEDERHOL	Repeat
LEMINFO	LEM Info
LOESEKRAFT	Release Force
ACT	Actual
NULLPUNKT	Zero Point
MAPMATERIAL	Map Material
BLOCK3	Block 3
MOSTDIAG	MOST Diagnosis
HAUPTDRUCK	Main Pressure
NOTENTRIEGELUNG	Emergency Release
OPERATING	Operating
QUARZABGLEICH	Crystal Calibration
RBMMODE9	RBM Mode 9
REGLERPARAM	Controller Parameters
SCHLOSSNUESSE	Lock Barrels
SECONDARY	Secondary
NAVIMAP	Navigation Map
UEBER	Over
CLIPPING	Clipping
MULTIFUSES	Multi Fuses
STEGDREHZAHL	Web Speed
OR	Or
KBUSADRESSE	K-Bus Address
GWS	Gear Selector Switch
HANDSENDER2	Remote Key 2
FRUEH	Early
VDM	Vertical Dynamics Management
VERSORGUNGSSPANNUNGEN	Supply Voltages
WANDLER	Converter
ZEITSTRAHL	Timeline
ACTUATOR	Actuator
ANALOGSIGNALE	Analog Signals
MAINRELAIS	Main Relay
POTENTIOMETER	Potentiometer
HEIZBARE	Heatable
EGS169	Transmission Control 169
CERT	Certificate
DIVERSITY	Diversity
ECOSERVO	Eco Servo
SOFORT	Immediate
LESSEN	Read
HUPE	Horn
IOSTATES	IO States
GELB	Yellow
CALL	Call
REDUZIERTE	Reduced
PICTURE	Picture
PERSISTENZ	Persistence
RINGBELEUCHTUNG	Ring Lighting
RET	Return
SCHNITTSTELLE	Interface
LEITUNGSBEFUELLUNG	Line Filling
SONNENROLLO	Sun Blind
FARBFLAECHE	Color Area
SUCHLAUF	Scan
RESULTS	Results
VORGLUEHLAMPE	Preheat Lamp
WINDABWEISER	Wind Deflector
SVK	System Components Identification
WIPER	Wiper
BT	Bluetooth
BMW	BMW
AD	Analog-Digital
MOST	MOST
BROSE	Brose
CAS	Car Access System
PWR	Power
ARS	Active Roll Stabilization
SENSORCLUSTER	Sensor Cluster
LWS	Steering Angle Sensor
WAKEUP	Wakeup
LERNEN	Learn
FIND	Find
SZL	Steering Column Switch
IGR	Idle Speed Control
NEIGUNG	Tilt
BYTES	Bytes
HA	Rear Axle
HAPTIC	Haptic
BER	Range
SCAN	Scan
USB	USB
DEVICE	Device
KONFIGURATION	Configuration
ENTLUEFTUNG	Bleeding
FLARE	Flare
ACC	Active Cruise Control
HISTORIENSPEICHER	History Memory
WASSERVENTIL	Water Valve
AKTUELL	Current
EEP	EEPROM
TABLE	Table
CALIBRATION	Calibration
LOADING	Loading
ACTIVATION	Activation
RATE	Rate
ECO	Eco
WINKELWERTE	Angle Values
UHRZEIT	Time
KUGELAUS	Ball Disengage
FILE	File
BY	By
ABGLEICHWERTE	Calibration Values
CHECKSUM	Checksum
UPDATE	Update
SPEICHERN	Save
FBLOCKS	Function Blocks
LLFS	Idle Control
BLS	Brake Light Switch
DISA2	DISA 2
EVENT	Event
SELECTION	Selection
PUMPEN	Pumps
ABSOLUT	Absolute
GAUGE	Gauge
SUCHBELEUCHTUNG	Search Lighting
VG	Transfer Case
SCHICHTUNG	Stratification
ONCE	Once
SERVICEZAEHLER	Service Counter
OFFSETWERTE	Offset Values
ERRCODE	Error Code
SYSTEMZEITEN	System Times
MAC	MAC
COMPLETE	Complete
GERAETEADRESSE	Device Address
HEIGHT	Height
DIAGNOSEMODE	Diagnostic Mode
CODING	Coding
IMOB	Immobilizer
TEILENUMMER	Part Number
DEVIDS	Device IDs
LAMPE	Lamp
WERKST	Workshop
STARTZAEHLER	Start Counter
DIAGNOSIS	Diagnosis
FUEL	Fuel
AUSSENTEMP	Outside Temp
AMPERE	Ampere
PRIOSTUFEN	Priority Levels
PERMANENT	Permanent
DRIVER	Driver
FB	Function Block
OELTEMPERATUR	Oil Temperature
OIL	Oil
KALIBRATION	Calibration
IMPEDANZMESSUNG	Impedance Measurement
POWERMANAGEMENT	Power Management
DEFAULTS	Defaults
SPEZIALMODI	Special Modes
EINLAUFSCHUTZ	Run-In Protection
WAVEBAND	Waveband
ZEIGER	Pointer
DAC	DAC
FONDGEBLAESE	Rear Blower
FONDRAUM	Rear Compartment
WARMLUFT	Warm Air
PATCH	Patch
PARAMETERSATZ	Parameter Set
UMSCHALTVENTIL	Switchover Valve
RECEIVE	Receive
SYSTEMZEIT	System Time
RESETPEICHER	Reset Memory
NULLEN	Nulling
SHACKHARTMANN	Shack-Hartmann
INJEKTION	Injection
KUPPLUNGSKENNLINIE	Clutch Curve
BARCODE	Barcode
BASISINITIALISIERUNG	Base Initialization
OLDECU	Old ECU
ALLGEMEIN	General
ENERGIESPAR	Energy Saving
XXL	XXL
40BYTES	40 Bytes
DIVCALC	Div Calc
REGENSENSOR	Rain Sensor
PLAUSICHECK	Plausibility Check
AENDERUNGSINDEX	Change Index
MRSA	Multiple Restraint System
PROGRAM	Program
DIFF	Diff
VARIANT	Variant
SPEZIFISCHE	Specific
DRUCKWERTE	Pressure Values
GAENGE	Gears
AKTUELLE	Current
INSTR2	Instrument 2
TRIM	Trim
ANGEZEIGTER	Displayed
FESTSTELLVORGAENGE	Parking Operations
ATMOS	Atmosphere
EMF2	Parking Brake 2
BATTERIEKALIBRIERUNGSWERTE	Battery Calibration Values
BEDIENKONZEPT	Operating Concept
BETRIEBSSPANNUNG	Operating Voltage
DRUCKSENSORSENSOR	Pressure Sensor
DICKE	Thickness
CODIERSTATUS	Coding Status
CPU	CPU
SHDN	Shutdown
RX	Receive
DREHKNOPF	Rotary Knob
EDC	Electronic Damper Control
GYROSIGNAL	Gyro Signal
FAHRZEUGNEIGUNG	Vehicle Tilt
ABRISS	Cutoff
RUECKWAERTS	Reverse
GEAR	Gear
GETRIEBETEMP	Transmission Temp
NUMMERN	Numbers
KALIBRIEREREIGNIS1	Calibration Event 1
INDIVIDUALISIERUNG	Individualization
ANALOGUE	Analogue
HAZARD	Hazard
KL	Terminal
KLIMASYSTEM	Climate System
KRAFTSTOFFTEMPERATUR	Fuel Temp
LAMPENAUSGANG	Lamp Output
LENKRADWINKEL	Steering Wheel Angle
LOESEPOS	Release Position
MAGNETVENTILE	Solenoid Valves
UEBERWACHUNG	Monitoring
BLOCK4	Block 4
MOSTSYSTEM	MOST System
WANDLERUEBERBR	Converter Lockup
NOX1	NOx 1
PRAEPROZESSOR	Preprocessor
RADGESCHWINDIGKEIT	Wheel Speed
REPEAT	Repeat
BATTERIEZUSTAND	Battery State
COMPONENT	Component
SGTEMP	Control Unit Temp
APP	App
BUILD	Build
RECOG	Recognition
STANDARDABSICHERUNG	Standard Protection
STEPTRONIC	Steptronic
TYPE	Type
TANKLECK	Tank Leak
TEMPERATUREN	Temperatures
TIMEOUTDIAGNOSE	Timeout Diagnosis
SPAET	Late
VELOCITY	Velocity
VERTICAL	Vertical
WARNBLINKEN	Hazard Flashing
REDUZIERT	Reduced
ADAPTIVE	Adaptive
ANLEGEMODUS	Apply Mode
MOTORENDSTUFE	Motor Output Stage
POTIS	Potentiometers
ZUSATZWASSERPUMPE	Auxiliary Water Pump
DIS	Display
COOKIES	Cookies
DPRAM	Dual-Port RAM
EINBREMSEN	Brake-In
ANLERNEN	Teach-In
GETDEFAULTREGISTRY	Get Default Registry
HYDRO	Hydro
KOMFORTFUNKTION	Comfort Function
KUPPLUNGS	Clutch
GRUEN	Green
SENDELEIST	Transmit Power
PMMODUS	PM Mode
SYMBOLBELEUCHTUNG	Symbol Lighting
CONTR	Control
TUNING	Tuning
TESTABBRUCH	Test Abort
SPRITZDUESEN	Spray Nozzles
SPEZIAL	Special
TVSETCHANNEL	TV Set Channel
VERDECK	Convertible Top
WANDLERSTROM	Converter Current
WISCHERABLAGENHEIZUNG	Wiper Park Heating
DEMAND	Demand
PRG	Program
TUNE	Tune
SERVER	Server
ZUSTANDS	State
